assessment_id	student_id	date_assmnt_start	date_assmnt_end	gender	assessmnt_summary	assmnt_score	recommendations
error: nil can't be coerced into Fixnum	523	10/26/2016	11/9/2016	Female	Fachhochschule St. Gallen	50	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	524	10/9/2016	11/12/2016	Male	Valparaiso University	26	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	525	10/11/2016	11/26/2016	Male	Universidad Autónoma Juan Misael Saracho	86	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	526	10/11/2016	11/11/2016	Female	Harrington Institute of Interior Design	54	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	527	10/22/2016	11/9/2016	Male	Bowling Green State University, Firelands	13	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	528	10/11/2016	11/12/2016	Male	Universidade Federal do Rio Grande do Norte	85	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	529	10/7/2016	11/3/2016	Female	Pedagogical University of Kielce	20	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	530	10/12/2016	11/3/2016	Female	Caldwell College	59	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	531	10/8/2016	11/18/2016	Female	University of Connecticut at Stamford	74	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	532	10/27/2016	11/5/2016	Female	Universidad de Buenos Aires	87	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	533	10/28/2016	11/25/2016	Female	Universidad del Valle de Guatemala	17	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	534	10/1/2016	11/24/2016	Female	Harbin University of Civil Engineering & Architecture	35	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	535	10/16/2016	11/12/2016	Female	Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven	96	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	536	10/12/2016	11/4/2016	Male	Far Eastern State Technical University	40	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	537	10/8/2016	11/27/2016	Male	Medical Academy Karol Marcinkowski in Poznan	10	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	538	10/12/2016	11/25/2016	Male	Institute of Management and Technical Studies 	17	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	539	10/18/2016	11/29/2016	Male	Institute of Teachers Education, Perlis	65	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	540	10/10/2016	11/2/2016	Female	University of Wales, Lampeter	66	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	541	10/22/2016	11/29/2016	Female	Federal Polytechnic Bauchi, Nigeria	1	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	542	10/8/2016	11/7/2016	Female	State University of New York College at Cortland	14	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	543	10/11/2016	11/2/2016	Male	Burlington College	39	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	544	10/5/2016	11/3/2016	Female	University of Portharcourt	26	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	545	10/12/2016	11/19/2016	Female	Universidad Particular Inca Garcilaso de la Vega	58	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	546	10/14/2016	11/29/2016	Male	University of Nebraska Medical Center	56	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	547	10/11/2016	11/15/2016	Male	University of Zürich	31	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	548	10/17/2016	11/3/2016	Male	European International University	28	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	549	10/8/2016	11/24/2016	Female	Goshen College	61	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	550	10/7/2016	11/27/2016	Female	New Jersey Institute of Technology	72	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	551	10/1/2016	11/16/2016	Female	Embry Riddle Aeronautical University, Prescott	91	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	552	10/4/2016	11/3/2016	Female	Kyrgyz Russian Slavic University	16	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	553	10/21/2016	11/13/2016	Male	Chuka University	41	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	554	10/4/2016	11/22/2016	Male	Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel	96	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	555	10/19/2016	11/5/2016	Male	Universidad del País Vasco	42	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	556	10/22/2016	11/25/2016	Female	Warsaw School of Economics	69	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	557	10/2/2016	11/16/2016	Male	Trevecca Nazarene University	4	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	558	10/19/2016	11/24/2016	Female	Al-Ahliyya Amman University	10	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	559	10/17/2016	11/20/2016	Female	Strathmore University	87	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	560	10/6/2016	11/22/2016	Male	Universität Graz	52	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	561	10/4/2016	11/7/2016	Female	Universidad Autónoma de Chiapas	28	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	562	10/3/2016	11/13/2016	Female	University of Texas at Dallas	65	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	563	10/24/2016	11/17/2016	Female	New York University	91	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	564	10/2/2016	11/20/2016	Male	Indus Institute of Higher Education	66	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	565	10/6/2016	11/19/2016	Female	Toyama Medical and Pharmaceutical University	88	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	566	10/19/2016	11/7/2016	Male	Notre Dame de Namur University	65	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	567	10/20/2016	11/28/2016	Male	Osaka Prefectural University	21	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	568	10/23/2016	11/9/2016	Female	Shoreline Community College	75	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	569	10/24/2016	11/3/2016	Male	Ecole Nationale d'Administration	12	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	570	10/7/2016	11/10/2016	Female	Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala	6	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	571	10/15/2016	11/23/2016	Female	Shanghai University of Science and Technology	8	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	572	10/13/2016	11/19/2016	Female	Fachhochschule Kufstein (Tirol)	84	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	573	10/11/2016	11/15/2016	Female	Russian Customs Academy, Vladivostok Branch	35	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	574	10/3/2016	11/6/2016	Female	Cyprus International Institute of Management (CIIM)	82	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	575	10/12/2016	11/25/2016	Female	Nnamdi Azikiwe University	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	576	10/16/2016	11/25/2016	Male	Northwestern University	7	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	577	10/2/2016	11/22/2016	Female	New York Film Academy	20	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	578	10/20/2016	11/12/2016	Male	Technological University of Iceland	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	579	10/24/2016	11/19/2016	Male	University Politehnica of Bucharest	31	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	580	10/19/2016	11/2/2016	Female	Universidad Técnica de Oruro	30	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	581	10/16/2016	11/19/2016	Female	Philippine Military Academy	73	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	582	10/27/2016	11/20/2016	Female	Surgut State University	89	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	583	10/7/2016	11/4/2016	Female	Taejon University	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	584	10/2/2016	11/27/2016	Female	Bangabandhu Sheikh Mujibur Rahman Agricultural University	7	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	585	10/28/2016	11/29/2016	Male	University of North London	35	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	586	10/8/2016	11/13/2016	Female	University of Science and Technology of China	73	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	587	10/3/2016	11/12/2016	Female	Marymount University	38	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	588	10/27/2016	11/18/2016	Female	Montserrat College of Art	43	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	589	10/5/2016	11/13/2016	Male	University of Arkansas at Monticello	23	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	590	10/9/2016	11/17/2016	Male	Islamic Azad University, Fars Science & Research Branch	17	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	591	10/2/2016	11/8/2016	Female	Roanoke Bible College	27	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	592	10/9/2016	11/28/2016	Male	Prince Sultan College for Tourism and Hotel Scinces	30	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	593	10/24/2016	11/14/2016	Female	Daniel Webster College	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	594	10/20/2016	11/24/2016	Male	Universidad Interamericana de Puerto Rico	34	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	595	10/7/2016	11/25/2016	Male	Universidad Privada Boliviana	17	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	596	10/20/2016	11/9/2016	Male	Université Rennes II - Haute-Bretagne	98	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	597	10/18/2016	11/6/2016	Female	Bauman Moscow State Technical University	40	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	598	10/15/2016	11/6/2016	Male	Abfi Institute Perbanas Jakarta	76	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	599	10/1/2016	11/29/2016	Male	University of Pittsburgh at Johnstown	90	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	600	10/10/2016	11/13/2016	Female	Arcadia University	71	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	601	10/20/2016	11/2/2016	Female	Azerbaijan State Oil Academy	22	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	602	10/22/2016	11/18/2016	Male	Carlow Institute of Technology	82	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	603	10/3/2016	11/4/2016	Female	Presidency University	14	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	604	10/25/2016	11/28/2016	Female	Sekolah Tinggi Akuntansi Negara (STAN)	96	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	605	10/21/2016	11/11/2016	Male	Bob Jones University	24	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	606	10/24/2016	11/2/2016	Male	Tufts University	68	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	607	10/21/2016	11/13/2016	Female	Nelson Mandela Metropolitan University	16	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	608	10/15/2016	11/9/2016	Female	Rakuno Gakuen University	2	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	609	10/20/2016	11/16/2016	Male	Université de Marne la Vallée	38	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	610	10/29/2016	11/19/2016	Female	University of Perpetual Help	2	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	611	10/26/2016	11/29/2016	Male	Katholieke Universiteit Leuven	33	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	612	10/16/2016	11/13/2016	Male	Shiga University	79	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	613	10/24/2016	11/29/2016	Female	Université de Batna	41	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	614	10/12/2016	11/12/2016	Male	Latvian Academy of Arts	80	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	615	10/29/2016	11/7/2016	Male	Perlis Islamic Higher Learning Institute	23	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	616	10/14/2016	11/22/2016	Female	Mar Athanasios College for Advanced Studies	93	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	617	10/27/2016	11/6/2016	Male	Muskingum College	88	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	618	10/20/2016	11/3/2016	Female	National University of Ireland, Maynooth	30	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	619	10/18/2016	11/27/2016	Male	Kendall College of Art and Design	98	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	620	10/12/2016	11/22/2016	Female	University of Dubuque	88	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	621	10/5/2016	11/16/2016	Female	Agricultural University of Cracow	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	622	10/6/2016	11/23/2016	Male	Tokyo Woman's Christian University	22	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	623	10/27/2016	11/7/2016	Male	National University of Music	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	624	10/1/2016	11/24/2016	Male	Bodo Regional University	82	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	625	10/17/2016	11/13/2016	Male	Universidad El Bosque	100	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	626	10/18/2016	11/19/2016	Female	Piedmont College	96	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	627	10/29/2016	11/7/2016	Female	Universidad de la Cuenca del Plata	18	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	628	10/22/2016	11/6/2016	Male	Ecole Nationale de la Statistique et de l'Administration Economique	56	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	629	10/12/2016	11/19/2016	Male	Salem College	51	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	630	10/10/2016	11/19/2016	Female	University of Eastern Philippines	94	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	631	10/9/2016	11/15/2016	Female	Instituts Supérieurs des Etudes Technologiques	50	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	632	10/8/2016	11/12/2016	Female	Universidad Nacional de Colombia	45	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	633	10/9/2016	11/1/2016	Male	Université d'Antsiranana	66	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	634	10/11/2016	11/5/2016	Female	Universidad Tecnológica de los Andes de Apurímac	44	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	635	10/24/2016	11/8/2016	Male	Evangelische Fachhochschule Berlin, Fachhochschule für Sozialarbeit und Sozialpädagogik	4	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	636	10/3/2016	11/15/2016	Male	Schreiner College	87	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	637	10/23/2016	11/6/2016	Female	Universidad Técnica de Ambato	40	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	638	10/6/2016	11/28/2016	Male	Technological University of Iceland	17	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	639	10/20/2016	11/5/2016	Male	Universitas HKBP Nommensen	91	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	640	10/14/2016	11/25/2016	Female	Universidad Central Dominicana de Estudio Profesionales	96	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	641	10/26/2016	11/9/2016	Male	Universidad Peruana Union	21	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	642	10/23/2016	11/7/2016	Female	Universidad Autónoma de Guadalajara	3	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	643	10/19/2016	11/20/2016	Female	Medical Academy of Latvia	15	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	644	10/18/2016	11/16/2016	Male	Iraq University College	89	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
error: nil can't be coerced into Fixnum	645	10/13/2016	11/6/2016	Male	University of California, Irvine	73	"Syntax error in formula 'if assmnt_score >= 80 then ""Excellent"" elsif assmnt_score > 50 then ""Good"" else ""poor""'"
